Player,Nation,Pos,Squad,Comp,CrdY/90,CrdR/90,G/90,A/90,PKatt,xA/90,(G-xG)/90,Sh/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,LongAtt/90,(A-xA)/90,(1/3)/90,PPA/90,CrsPA/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,Clr/90,TchDef:Pen%,Tch:Mid%,Tch:Att%,Tch:Live%,Dri/90,DriW%,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Manuel Prietl,AUT,MF,Arminia,Bundesliga,0.11,0.0,0.04,0.04,0,0.05,0.01,0.64,35.54,1.96,80.0,12.18,7.07,-0.01,2.21,0.25,0.04,0.64,0.61,0.04,0.0,0.0,6.46,1.04,0.14,71.1,12.2,16.8,25.8,63.4,7.2,0.4,0.0,1.2,1.8,2.7,0.11,0.04,0.04,0.21,0.18,0.0,0.0,0.0,0.0,0.04,2.71,1.21,1.29,0.21,2.96,0.54,22.0,7.04,8.96,1.68,2.0,0.29,0.0,1.36,1.25,12.8,53.8,9.9,92.2,1.0,71.4,4.91,45.7,2.11,0.64,0.0,0.29,0.64,27.71,90.7,1.4,-2.8222918368347574,-0.8515820350586246,-0.4203990067762552,4.905290599169823,0.2134690575751595,1.7059372900863934,0.836606326613631,0.5102971966474004,1.1844213444414669,0.22858975573699375,-2.137520498658224,1.215915949776542,-1.3505245953204992,1.0182133142124001,0.5061963173518479,0.6032243877644341,-0.29469027023491406,0.7993180533283948
Grischa Prömel,GER,MF,Union Berlin,Bundesliga,0.35,0.0,0.15,0.05,0,0.04,0.05,0.99,36.83,2.38,77.7,14.16,4.8,0.01,1.88,0.15,0.05,2.33,0.74,0.0,0.2,0.0,5.74,0.45,0.25,68.1,15.5,16.4,17.7,69.5,7.8,1.9,0.3,1.9,2.8,3.2,0.05,0.2,0.35,0.15,0.15,0.0,0.0,0.05,0.05,0.0,1.98,0.74,0.99,0.25,1.53,0.59,15.45,5.2,3.61,2.23,1.68,0.15,0.0,1.53,1.24,16.5,57.9,18.8,90.3,1.04,61.9,4.83,42.9,2.08,0.74,0.2,1.19,1.68,35.15,78.5,8.3,0.1808193970026285,-2.5453953694729647,-0.46162313409439165,3.1676783414213725,0.6200081979561264,-0.0663862340788283,0.05826459170032236,0.417857168569277,-0.7401810514984942,0.12308637295256329,0.7290249442026289,0.9204788777119631,-0.9256200956685207,1.4698448247558584,0.5095589133831309,0.15205187021636277,0.40279793046302864,-0.418909467642488
Antonio Puertas,ESP,"FW,MF",Granada,La Liga,0.25,0.0,0.12,0.21,0,0.08,-0.05,1.16,27.72,2.07,66.0,13.24,3.49,0.13,1.2,0.75,0.12,2.07,0.12,0.08,1.74,0.17,8.38,0.46,1.66,56.3,21.4,22.3,19.2,61.2,5.1,1.2,0.6,2.7,4.5,6.6,0.21,0.0,0.17,0.04,0.29,0.0,0.04,0.0,0.0,0.0,1.12,0.5,0.41,0.21,1.16,0.46,13.53,3.11,3.82,4.32,1.58,0.29,0.04,0.71,0.71,15.1,39.5,45.3,88.8,2.82,66.2,5.62,54.0,4.44,1.0,0.58,2.28,2.07,41.49,63.3,19.7,4.020651421205802,-2.0383709207594234,2.1329438872511277,0.26431949080652944,-0.11462075322984436,0.5911609169129608,-0.741632178000263,-0.22762693775278825,0.3077410649597721,-2.5049448729092725,0.475208870889442,-1.8064655365606215,-1.0886033893256999,-1.589717036976297,0.13939050567659056,0.2293797113133012,0.935617264160995,1.0222829800256696
Erick Pulgar,CHI,MF,Fiorentina,Serie A,0.36,0.0,0.04,0.13,0,0.09,0.01,0.72,51.31,3.38,81.6,17.97,10.86,0.05,3.51,0.5,0.27,5.81,3.2,1.94,0.18,0.0,7.43,2.61,1.08,67.6,12.1,20.3,8.9,85.0,3.3,0.3,0.1,0.8,1.8,2.5,0.05,0.09,0.0,0.0,0.22,0.09,0.0,0.09,0.0,0.0,2.07,1.08,0.95,0.05,2.25,0.86,14.64,4.77,5.72,1.85,2.03,0.54,0.0,1.58,2.21,1.2,60.4,18.3,87.6,0.59,84.6,4.08,40.2,2.16,0.5,0.0,0.41,0.5,37.3,94.6,2.0,-3.58427129527999,1.4016811499923685,-0.35334926855442456,0.5735588953259753,3.1832109796993624,0.16650713062502717,-0.9210530853750455,1.2615877732176413,2.0089900453095706,1.1278515276606966,1.2100610599049006,0.1898209913071745,0.8333493902517329,2.2004826101877866,1.0385795951008956,-0.6971759200043938,-0.2821759356433388,0.711651845966186
Jorge Pulido,ESP,DF,Huesca,La Liga,0.19,0.03,0.03,0.0,0,0.02,-0.05,0.53,50.69,2.37,84.4,11.25,12.49,-0.02,2.62,0.28,0.0,2.34,1.59,0.0,0.72,0.0,7.07,1.5,0.25,73.3,8.4,18.4,10.0,79.8,6.0,0.3,0.2,1.8,1.5,1.2,0.03,0.06,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.34,1.0,0.34,0.0,1.43,0.5,9.22,3.52,5.55,0.59,1.59,0.75,0.0,1.09,4.3,14.8,39.2,7.9,89.6,0.34,72.7,6.24,56.3,3.4,1.03,0.0,0.12,0.28,39.97,97.5,0.8,-4.59454611752964,-2.1050427918678323,-0.7175357414873494,-1.5737895167189695,-0.27957217250623667,0.9695781342111953,-0.8366398691468481,-0.9112382160747557,-0.32631543427571397,-0.37330018366014034,0.07080521947161234,0.022026331033795407,0.06381497210195582,0.5408956498827109,-0.3156978181893284,0.04053876099354235,-0.24296825919089224,-0.22259744153832908
Christian Pulisic,USA,"FW,MF",Chelsea,Premier League,0.1,0.0,0.21,0.1,0,0.14,-0.07,2.23,35.75,3.42,80.0,19.9,2.33,-0.04,1.61,2.07,0.1,0.78,0.16,0.16,0.41,0.1,7.82,0.52,1.61,77.4,10.4,12.2,14.5,78.0,3.8,0.4,0.0,2.2,2.0,3.3,0.26,0.1,0.26,0.1,0.41,0.0,0.0,0.05,0.0,0.0,1.3,0.57,0.57,0.16,1.09,0.31,17.41,5.65,3.58,6.11,1.61,0.16,0.0,0.47,0.47,21.4,41.6,49.8,90.6,4.87,48.9,5.97,61.3,8.86,2.8,1.4,3.21,2.59,53.26,75.3,21.1,5.203960092792225,1.0507620672664202,-2.038731758783966,0.1384239335138684,-3.1095062544896703,1.070863235252629,-0.8276285234750553,-1.9651230757596032,-0.08036281994100743,-1.098041877994075,-0.9724987300641855,-0.3743642769854953,1.0364628555821729,0.20285248604780393,-0.23210584014464208,-0.4640998542704719,0.6271918862598995,0.08988942939006814
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,0.04,0.0,0.53,0.04,3,0.06,0.08,3.14,21.96,1.18,68.0,9.67,2.9,-0.02,1.14,0.45,0.04,2.16,0.04,0.0,0.08,0.04,6.53,0.73,0.9,56.7,22.7,20.6,14.3,73.8,5.0,2.2,0.6,0.9,4.5,5.9,0.0,0.29,0.12,0.04,0.16,0.0,0.0,0.04,0.04,0.0,0.49,0.12,0.2,0.16,0.65,0.0,15.02,3.22,1.67,6.73,0.65,0.16,0.0,0.24,0.45,29.4,46.8,43.3,88.4,1.27,51.6,3.85,44.8,1.84,0.45,0.37,2.0,1.47,48.2,49.1,34.5,5.87361797485416,-5.632104635447477,0.049934414411938875,0.00940519582100117,1.3365529740478341,-2.5766050319982026,-0.5707978498007719,0.6748997803619811,-0.2527601824852947,2.4105118750137104,-0.6132866215882335,-0.3449176274712402,0.5181886159017491,0.6603799716379611,-0.7388242729956812,1.133839267601766,0.5681438310724741,-0.402040006429341
Robin Quaison,SWE,"FW,MF",Mainz 05,Bundesliga,0.06,0.0,0.37,0.12,1,0.18,0.01,2.07,20.73,1.4,66.5,10.37,2.62,-0.05,1.34,0.37,0.0,0.43,0.06,0.0,0.12,0.12,5.61,0.55,0.37,60.9,20.3,18.8,10.0,72.6,7.9,3.5,0.6,2.1,2.9,5.0,0.3,0.12,0.18,0.12,0.43,0.0,0.0,0.12,0.06,0.0,0.98,0.24,0.49,0.24,0.91,0.18,18.96,4.82,2.8,6.46,0.85,0.0,0.0,0.55,0.37,23.3,52.1,38.3,91.8,2.44,62.5,4.73,50.8,2.32,1.34,0.24,1.77,1.71,41.89,50.8,27.5,5.907187960723537,-4.2478743249357045,-0.4300191050292096,1.7581130116242603,1.2303773250391632,-0.511586107138359,-0.36682969399378795,-0.007033686198949994,-0.8912374418372142,0.06614498825735741,-0.3053239433882455,-0.004260180574230076,0.35521490314839627,1.198218528312576,0.2666391402675436,1.0349528084704998,0.2643382699305028,-0.14396940675152528
Quini,ESP,DF,Granada,La Liga,0.38,0.0,0.08,0.0,0,0.02,0.05,0.6,38.56,1.59,70.9,16.44,5.91,-0.02,1.89,0.53,0.3,9.92,0.3,0.0,9.62,0.0,5.3,0.91,1.29,46.6,26.3,27.1,17.7,48.3,5.1,0.4,0.6,2.6,3.3,4.5,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,3.18,2.12,0.76,0.3,3.03,1.67,16.14,3.94,8.33,2.8,1.59,0.61,0.0,1.59,3.41,7.2,40.9,24.1,77.7,1.82,62.5,4.72,44.8,2.65,0.61,0.38,0.68,1.29,23.26,88.6,8.5,-2.302459839107772,0.0948207694245341,6.415664024290678,3.3361602712802902,-0.6272070519704648,0.31478782961675333,-0.2995306152688493,1.1652311116724958,-0.9581288301740497,1.3269123908472324,0.016908987026210614,-0.2617034815175079,-0.4475973260629839,0.2365802846699766,0.30299956372134157,-0.3702425837751952,-0.8931478165080295,-0.08526133431628759
Adrien Rabiot,FRA,MF,Juventus,Serie A,0.27,0.04,0.16,0.08,0,0.04,0.04,1.32,57.67,4.01,90.4,25.45,5.72,0.04,4.55,0.89,0.12,1.56,1.21,0.0,0.35,0.12,8.56,0.78,0.54,82.8,10.1,7.2,75.2,19.2,3.2,0.1,0.3,0.7,1.6,1.9,0.04,0.08,0.0,0.0,0.27,0.0,0.04,0.04,0.0,0.0,2.8,1.09,1.28,0.43,2.22,0.97,18.87,5.6,6.23,3.31,1.79,0.43,0.0,1.21,1.44,11.1,53.3,21.6,89.8,1.56,65.0,6.55,50.1,5.49,2.14,0.35,0.82,1.09,54.9,92.2,5.9,-1.7477066191911401,2.9043084448293546,-2.739737028802164,2.028341804318893,-1.7015607858052777,-0.2065381830863385,2.589390837723207,0.38609787543720503,0.10095993914939794,-0.04324746159563243,1.4575878623385485,-0.9444746137715818,0.05325077815556352,0.26680426390931317,-1.5493475020528642,-0.3967691975439303,0.36074144135569686,0.3157544929379502
Uroš Račić,SRB,MF,Valencia,La Liga,0.25,0.0,0.04,0.04,0,0.02,-0.02,1.44,44.36,3.46,80.4,15.31,9.26,0.02,4.32,0.33,0.04,0.66,0.53,0.04,0.08,0.0,10.45,2.3,0.04,67.9,15.2,16.9,13.1,75.8,4.9,0.6,0.2,2.2,2.7,2.1,0.08,0.21,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.56,0.66,0.7,0.21,2.43,0.62,15.1,4.73,5.51,1.98,1.69,0.45,0.0,0.82,2.39,11.1,60.0,15.3,93.4,1.23,60.0,5.38,41.2,3.25,0.86,0.04,0.53,0.99,39.14,90.4,3.1,-2.0196631379980388,-0.847255967823559,-1.4675459946367153,1.9176541096980826,1.4712774511740578,-0.6414499831968673,-0.42474637597725123,-0.7915147584161214,-0.02089617599419464,-0.5829269090144437,0.24200809186391972,-1.5403871853178246,0.02921290089700811,0.989913419209884,0.46246899045275763,-0.2935678244496266,0.4822022906884198,0.281266423376447
Nemanja Radoja,SRB,MF,Levante,La Liga,0.08,0.0,0.0,0.16,0,0.02,-0.02,0.56,54.64,4.16,88.3,21.84,8.72,0.14,3.44,0.64,0.16,0.8,0.72,0.0,0.08,0.0,9.2,1.52,0.24,76.4,10.0,13.6,17.9,75.3,3.7,0.3,0.0,1.3,1.5,0.6,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1.44,0.72,0.72,0.0,1.68,0.48,12.96,3.76,4.56,1.84,1.36,0.32,0.0,1.04,1.84,7.4,62.4,14.7,92.6,0.64,75.0,4.99,48.8,4.48,1.28,0.0,0.48,1.2,47.52,94.8,3.7,-2.951055986442028,0.18384043386394283,-2.8068442709539028,-0.036696639841620055,-0.03147007749022977,-1.6194886244118014,-0.5947918750440445,0.46735987324672024,2.140019068700116,-1.6296155990266294,0.6574947602513574,-1.5522645905206227,-1.3092602487435376,0.8613541847184882,0.8677110428151983,0.29522953920367534,0.5854629515595063,0.24357675996821926
Ivan Radovanović,SRB,"DF,MF",Genoa,Serie A,0.24,0.0,0.0,0.0,0,0.0,-0.02,0.24,44.19,1.37,85.9,9.68,13.02,-0.0,2.06,0.04,0.0,1.29,1.21,0.08,0.0,0.0,4.64,1.37,0.08,76.9,6.0,17.1,14.3,79.5,4.1,0.0,0.2,1.3,0.6,0.9,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.29,0.77,0.48,0.04,1.05,0.36,8.67,2.62,5.16,0.2,1.98,0.93,0.0,1.33,5.81,11.1,44.0,2.5,92.3,0.32,75.0,5.77,51.5,2.02,0.04,0.0,0.0,0.2,35.12,97.4,0.6,-5.702490708714163,-3.4868697906326704,-1.1600375402315044,-1.7203421065351368,-0.5603962011004908,1.2284866681279993,-0.4932089479833757,-0.3392199145895402,1.0135200290824233,0.03655147137953121,-0.04419411495705971,-0.00995769125657651,-0.11622448231151851,0.27077419490415705,0.2102452147862385,0.36094602429353057,-0.7261401537537574,-0.23150464898336073
Ștefan Radu,ROU,DF,Lazio,Serie A,0.07,0.0,0.0,0.11,0,0.05,-0.01,0.22,59.49,5.42,83.9,20.18,10.77,0.06,5.38,1.03,0.4,2.49,1.21,0.0,1.21,0.07,6.04,1.36,1.58,70.0,11.2,18.8,82.7,9.1,4.4,0.3,0.6,1.8,1.8,1.6,0.04,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.61,0.88,0.62,0.11,1.43,0.66,8.94,3.92,4.73,0.99,1.47,0.55,0.0,1.65,2.97,2.8,47.4,16.0,90.2,0.66,77.8,5.63,55.2,4.98,1.58,0.04,0.33,0.29,48.28,97.6,0.8,-3.3424706531594164,1.4702693686044532,-0.04805978725437275,-1.829289724543995,-0.07803425120771015,-1.0016637958661783,2.252207397507045,-0.3847663082388225,0.5736632702964127,-1.5384361097288874,-0.027116188326368945,-1.557330916050164,-0.7851691551300501,-0.3195246023702599,-0.24696713215663724,1.4000443562073959,-0.46787860276192816,-0.5555350589544625
Rafinha,BRA,MF,Paris S-G,Ligue 1,0.13,0.0,0.0,0.26,0,0.21,-0.09,1.59,77.48,5.5,89.6,38.81,8.48,0.05,6.09,1.06,0.07,2.65,1.06,1.39,0.2,0.33,12.72,1.59,0.53,87.3,6.8,6.0,86.6,10.4,1.5,0.6,0.3,0.7,2.1,1.3,0.13,0.26,0.26,0.2,0.46,0.0,0.0,0.0,0.07,0.07,3.38,1.13,1.79,0.46,3.11,1.39,23.64,7.35,5.36,6.82,1.72,0.2,0.0,0.99,0.26,7.8,55.8,30.7,90.8,3.25,61.2,5.04,55.1,10.86,3.51,0.53,1.99,2.12,81.79,90.4,6.9,1.90815019423519,8.614589429473892,-5.278059907556053,3.8754661137889923,-0.38819559116322827,-0.26213987927428617,3.5480961593802105,0.9032593202552757,-0.43757221507534283,-2.767441241702651,-1.2337633757847966,2.651290677938449,0.11268739117442603,-0.39027472375828376,0.3570205421923602,0.8396415648071467,1.2728334737360374,-0.4832699201820152
Ivan Rakitić,CRO,MF,Sevilla,La Liga,0.2,0.0,0.16,0.08,2,0.05,-0.05,1.53,68.51,4.88,87.7,27.02,12.14,0.03,6.53,0.44,0.04,3.31,2.34,0.32,0.48,0.08,7.86,4.07,0.56,73.7,10.4,15.9,11.2,82.3,3.6,0.6,0.4,1.8,1.7,1.0,0.0,0.04,0.08,0.08,0.12,0.0,0.0,0.0,0.0,0.0,1.41,0.6,0.65,0.16,1.61,0.32,15.6,4.48,4.4,3.55,1.49,0.2,0.0,0.81,1.49,9.8,59.0,21.1,90.0,1.21,50.0,4.32,50.4,4.35,1.33,0.08,0.85,1.17,66.57,92.0,4.3,-2.003010077110379,1.8921756754761134,-3.298822448997299,-0.31278659139058024,2.5146646331194424,-2.138468450964289,-0.9218310507539167,-0.6309441810325406,-0.2053837513099035,0.029569292641491073,-0.13221203210215124,-0.10957268412333186,-0.2706484516120506,0.5136936953608355,0.05817247055876495,0.013464976972609415,0.821800618307046,-0.17172395877026922
Benito Raman,BEL,"FW,MF",Schalke 04,Bundesliga,0.14,0.0,0.14,0.0,0,0.1,-0.02,1.88,24.2,2.61,68.0,11.16,3.19,-0.1,1.16,1.01,0.29,2.97,0.07,0.07,1.38,0.0,3.62,0.58,1.09,64.4,22.5,13.2,11.1,75.7,4.8,0.6,0.9,0.9,4.5,10.2,0.14,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.87,0.29,0.22,1.67,0.14,22.03,6.16,4.78,9.13,1.09,0.0,0.0,0.65,0.36,20.1,42.5,40.3,84.7,1.67,52.2,6.06,51.4,3.19,0.65,0.94,1.59,1.81,35.29,55.0,27.6,4.527132459073871,-2.6327222356291844,2.1780948564440488,2.1310459569188267,-1.4736049939202276,-0.0745701016192075,-1.3641528897089612,-2.386623345476505,0.8993730413126843,1.555994737878553,-0.7164434330471108,-0.5158704474456245,1.3339302918439186,-0.13816573710778965,-1.8421394695012185,1.7181128557296894,-0.027757258923136043,-0.363934427687821
Gastón Ramírez,URU,"MF,FW",Sampdoria,Serie A,0.46,0.0,0.0,0.37,0,0.18,-0.06,1.21,46.02,4.35,72.2,20.28,9.54,0.19,3.24,1.2,0.09,6.48,2.22,3.61,0.09,0.19,7.13,2.04,1.76,57.7,14.7,27.6,83.3,8.0,3.0,1.0,0.4,1.2,2.2,3.6,0.09,0.0,0.46,0.19,0.74,0.19,0.0,0.0,0.0,0.09,2.59,0.74,1.2,0.65,2.41,0.37,27.31,6.3,5.0,9.72,2.04,0.28,0.0,0.65,1.3,9.6,45.2,41.8,86.4,2.59,60.7,4.34,48.5,3.61,1.02,0.28,2.87,2.31,56.2,74.1,13.3,3.984738778563428,4.6133120033956745,0.6656643182022629,2.3526113380845373,4.9850497675366885,2.4695465910321834,2.8316560475101435,1.64312320828521,3.982614572883896,-2.116894819344789,-0.04171336297852618,4.598600898492986,-1.701840983889878,-0.9805794435241063,0.3257305694398821,-1.0917254764777025,1.3945228625968382,-0.0988577648002135
Sandro Ramírez,ESP,"FW,MF",Huesca,La Liga,0.14,0.0,0.35,0.07,0,0.03,0.18,2.1,22.73,1.4,76.0,10.35,2.87,0.04,0.98,0.42,0.21,1.54,0.35,0.0,0.07,0.0,4.76,0.84,1.26,75.1,13.8,11.1,8.3,82.2,6.5,0.9,0.9,1.5,2.8,4.6,0.14,0.28,0.28,0.07,0.28,0.0,0.0,0.0,0.0,0.07,1.47,0.42,0.77,0.28,0.77,0.28,16.57,4.06,2.45,6.08,0.91,0.07,0.0,1.05,0.21,22.5,47.9,41.0,88.7,3.15,53.3,5.47,47.5,3.64,1.47,0.63,3.36,1.82,42.38,62.4,24.1,4.626261847193806,-2.940427954031385,-0.8918848545759765,1.2829114485412145,-0.6275837639271998,1.0109952503599133,-0.5572833825629113,0.14671010667286866,0.5343414382219148,0.965303071067733,-1.5573372019764014,0.6233364753709714,-2.6276544941128477,0.595813255632043,-1.134561322518825,0.8578327823383164,1.1655475361490684,-0.04515002477581499
Sergio Ramos,ESP,DF,Real Madrid,La Liga,0.21,0.0,0.14,0.0,2,0.02,-0.13,1.06,78.45,4.3,91.8,21.06,20.07,-0.01,7.46,0.14,0.07,2.04,1.69,0.0,0.35,0.0,5.28,5.21,0.35,73.4,12.2,14.4,13.9,80.4,3.1,0.6,0.3,1.9,0.4,1.3,0.0,0.14,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,1.41,0.7,0.56,0.14,0.99,0.42,6.83,2.75,3.31,0.85,1.27,0.35,0.07,1.13,3.24,23.3,49.9,5.7,92.4,0.42,83.3,5.4,56.9,3.66,0.42,0.0,0.14,0.14,67.61,96.8,0.5,-4.863842963088426,0.04076810290120829,-3.370626621645267,-3.3165767440558724,1.970207642071737,-0.9052853273587548,-0.8105546320540064,-0.5895374179228401,-2.2788375985606812,-1.0201165637079532,-0.24665479601042326,0.7039209488249787,1.4474696298442966,-0.25584740335392986,1.1519490711718106,-0.0022361135941402965,1.977427704794772,-0.5819817273007406
Aaron Ramsey,WAL,MF,Juventus,Serie A,0.17,0.0,0.17,0.33,0,0.3,-0.25,1.9,60.5,4.88,85.5,28.1,7.02,0.03,4.88,1.82,0.33,1.98,0.83,0.58,0.33,0.33,8.93,1.24,1.57,76.8,12.8,10.4,19.4,76.2,2.6,0.5,0.7,0.5,2.7,1.9,0.17,0.08,0.25,0.08,0.58,0.0,0.0,0.0,0.08,0.08,1.98,0.66,1.16,0.17,1.98,0.41,18.6,6.03,4.46,5.21,1.16,0.17,0.0,0.5,0.74,20.2,48.5,38.3,91.3,1.57,63.2,5.27,45.1,6.53,1.82,0.74,1.98,0.83,67.85,85.5,16.1,3.1912829527540723,3.922845376227712,-3.6562119708380347,0.8824215030368194,0.8963251919490182,-0.3837575534147517,-0.4100040607856829,1.0882992694996942,0.7846602986524472,-3.4749042895027626,-1.1011818227330634,2.7343724338485016,0.2971687102063389,-1.7711676655357318,-0.2559366299723571,2.4497224988672364,-1.4899007334521046,-0.2673655246908791
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,0.12,0.0,0.34,0.28,0,0.11,0.05,2.43,38.09,2.96,80.6,19.04,3.98,0.17,1.05,1.73,0.19,0.86,0.12,0.03,0.56,0.09,5.99,0.9,1.33,80.7,10.1,9.2,7.5,87.0,2.1,0.6,0.2,1.5,4.1,3.6,0.49,0.15,0.28,0.0,0.55,0.0,0.06,0.0,0.03,0.0,0.49,0.06,0.19,0.25,0.74,0.15,10.65,2.28,1.17,5.03,0.74,0.09,0.0,0.31,0.28,18.4,35.3,58.2,90.8,5.06,53.7,4.87,65.1,6.76,2.28,1.88,1.85,2.31,58.55,72.6,20.3,6.850285014228853,-0.06476790627795839,-2.653004904384233,-3.187794919326183,-3.4140850488187713,0.9743071732812607,-1.496183192458761,0.7476795682408174,1.0684880799581153,-1.1878794650583868,0.8361997444076277,-1.6073817293900055,-1.3765732516415776,-0.8522431079320599,0.091598849544418,-1.091191708640964,-3.166459996945796e-05,0.26224661093852164
Milot Rashica,KVX,"FW,MF",Werder Bremen,Bundesliga,0.0,0.0,0.18,0.12,1,0.11,-0.09,2.52,26.48,1.48,67.4,10.93,4.07,0.02,0.86,1.23,0.74,1.11,0.06,0.06,0.19,0.0,5.62,0.99,2.47,60.1,18.4,21.4,19.1,71.1,5.6,1.9,0.9,2.1,4.9,4.9,0.49,0.19,0.06,0.0,0.31,0.0,0.0,0.06,0.0,0.0,0.99,0.43,0.43,0.12,1.54,0.25,15.06,3.46,3.77,5.0,0.99,0.0,0.0,0.56,0.19,18.0,43.6,43.2,87.9,4.63,57.3,5.74,62.8,5.43,1.85,1.36,2.41,2.53,44.01,66.2,27.5,6.446257338226325,-1.4726139858713676,1.7977919497989698,-0.7043536822050236,-1.2968476627159395,1.0268077845992705,-1.1458789881994043,-1.8605090533332878,-0.0897087620612632,-1.074366500957674,-0.1928652601554987,-2.254240267962164,1.01376321902499,1.136659838366265,-0.5926289350289401,1.0050467977014377,-0.27232523136909353,0.4548797107282539
Giacomo Raspadori,ITA,"FW,MF",Sassuolo,Serie A,0.07,0.0,0.44,0.0,0,0.19,0.12,1.68,25.62,1.82,78.6,12.26,3.94,-0.19,0.66,1.02,0.0,5.04,0.88,2.34,0.0,0.36,5.99,1.53,0.8,71.2,12.8,16.0,28.2,69.8,1.1,0.9,0.3,2.6,2.8,2.8,0.22,0.0,0.66,0.15,0.58,0.15,0.0,0.0,0.22,0.0,0.51,0.07,0.15,0.29,0.51,0.0,16.64,5.26,1.02,11.09,0.73,0.36,0.07,0.22,0.66,24.9,35.7,55.5,82.1,1.97,55.6,4.7,38.2,2.34,0.44,0.88,2.12,1.82,41.17,62.2,39.3,6.7636214090940046,-2.205100748660684,-1.1613497278653275,-1.2678888770371541,1.663050934646844,1.2474712657965943,-0.3453203096017996,-1.0826348047762846,0.28360736632913225,3.9085252678311084,0.013461196877984765,5.242096609070893,0.8240416089163661,-4.761307528200475,2.6672967083568273,0.5397732914482023,2.473210235386239,-1.0378422987140863
Ante Rebić,CRO,FW,Milan,Serie A,0.2,0.05,0.56,0.2,0,0.27,0.17,2.23,24.52,2.34,63.6,11.83,2.49,-0.07,0.91,1.62,0.46,1.12,0.1,0.1,0.46,0.25,4.92,0.66,2.54,64.4,17.8,17.8,30.2,59.2,4.1,1.7,0.8,3.7,5.0,6.8,0.25,0.25,0.2,0.1,0.66,0.0,0.0,0.05,0.15,0.05,1.37,0.2,0.41,0.76,1.78,0.41,16.6,4.37,1.73,8.02,1.22,0.1,0.0,0.56,0.76,25.6,28.6,64.3,93.1,2.39,53.2,4.86,62.1,4.37,0.81,1.17,2.44,2.23,41.32,64.1,32.0,8.99263118942806,-1.2740324476059064,1.331807110161764,0.7515253953430326,0.012594138066331683,2.251689633655044,0.41006567058614257,1.0157893672361962,-2.2952165049603375,0.5736112167977271,-1.0539792862660518,1.9984959096095125,-0.9350379815677041,-2.349006248084809,-3.0873802626785127,-0.1998349323613278,-0.8863009478008465,-2.146323399923067
Arkadiusz Reca,POL,DF,Crotone,Serie A,0.27,0.0,0.08,0.12,0,0.12,0.02,1.17,40.74,3.19,70.2,15.18,5.91,0.0,1.05,1.09,0.51,6.77,0.19,0.04,6.54,0.0,6.34,0.93,3.27,57.9,21.6,20.5,48.7,28.0,5.3,0.4,0.7,1.9,4.1,5.3,0.23,0.0,0.23,0.08,0.51,0.08,0.12,0.0,0.16,0.0,1.36,0.7,0.39,0.27,1.6,0.35,13.89,4.05,6.11,2.68,1.71,0.08,0.0,1.98,2.84,17.1,40.1,31.1,81.0,2.33,58.3,7.02,62.3,6.46,1.95,0.89,1.4,0.82,35.76,81.7,12.1,2.9910643431700352,1.299732243877915,3.9351545400459376,-1.3866768261667082,-1.8956543929966674,1.8548994883745682,0.5061566673092449,0.06429504617954068,-1.22342643111335,-0.686520002643137,1.62119813221892,0.4857269739007985,-1.8213438808480356,-0.7985586809084328,1.3009143456504697,0.9748500541461295,-0.0750464939596329,-1.4815779078229563
