Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,CrdY/90,CrdR/90,G/90,A/90,(G+A)/90,PKatt,PK,(G-PK)/90,(G+A-PK)/90,xG/90,xA/90,(xG+xA)/90,npxG/90,(npxG+xA)/90,(G-xG)/90,(np:G-xG)/90,Sh/90,SoT/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,MedAtt/90,LongAtt/90,(A-xA)/90,KP/90,(1/3)/90,PPA/90,CrsPA/90,LiveAtt/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,SCA/90,(SCA:Live)/90,(SCA:Dead)/90,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Live)/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,TklW/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Mid)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,(Tkl+Int)/90,Clr/90,Tch/90,TchDef:Pen%,Tch:Def%,Tch:Mid%,Tch:Att%,TchAtt:Pen%,Tch:Live%,Dri/90,DriW%,Carries/90,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%
Erick Pulgar,CHI,MF,Fiorentina,Serie A,26,31,21,2002,22.2,0.36,0.0,0.04,0.13,0.18,0,0,0.04,0.18,0.04,0.09,0.12,0.04,0.12,0.01,0.01,0.72,0.13,49.32,3.38,81.6,17.97,20.5,10.86,0.05,1.04,3.51,0.5,0.27,45.5,5.81,3.2,1.94,0.18,0.0,7.43,2.61,1.08,67.6,12.1,20.3,8.9,85.0,3.3,0.3,0.1,0.8,1.8,2.5,1.48,0.77,0.59,0.05,0.09,0.0,0.0,0.22,0.05,0.09,0.0,0.09,0.0,0.0,2.07,1.44,1.08,0.95,0.05,2.25,0.86,14.64,4.77,5.72,7.07,1.85,2.03,0.54,0.0,1.58,3.65,2.21,62.61,1.2,21.3,60.4,18.3,1.2,87.6,0.59,84.6,34.37,4.08,40.2,2.16,0.5,0.0,0.41,0.5,37.3,94.6,2.0
Jorge Pulido,ESP,DF,Huesca,La Liga,29,33,32,2885,32.1,0.19,0.03,0.03,0.0,0.03,0,0,0.03,0.03,0.08,0.02,0.1,0.08,0.1,-0.05,-0.05,0.53,0.06,49.81,2.37,84.4,11.25,26.07,12.49,-0.02,0.16,2.62,0.28,0.0,48.35,2.34,1.59,0.0,0.72,0.0,7.07,1.5,0.25,73.3,8.4,18.4,10.0,79.8,6.0,0.3,0.2,1.8,1.5,1.2,0.59,0.44,0.03,0.03,0.06,0.0,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.34,0.84,1.0,0.34,0.0,1.43,0.5,9.22,3.52,5.55,3.08,0.59,1.59,0.75,0.0,1.09,2.43,4.3,64.17,14.8,52.9,39.2,7.9,14.8,89.6,0.34,72.7,37.54,6.24,56.3,3.4,1.03,0.0,0.12,0.28,39.97,97.5,0.8
Christian Pulisic,USA,"FW,MF",Chelsea,Premier League,21,27,18,1738,19.3,0.1,0.0,0.21,0.1,0.31,0,0,0.21,0.31,0.28,0.14,0.43,0.28,0.43,-0.07,-0.07,2.23,0.83,33.89,3.42,80.0,19.9,11.66,2.33,-0.04,1.35,1.61,2.07,0.1,34.97,0.78,0.16,0.16,0.41,0.1,7.82,0.52,1.61,77.4,10.4,12.2,14.5,78.0,3.8,0.4,0.0,2.2,2.0,3.3,3.47,2.69,0.05,0.26,0.1,0.26,0.1,0.41,0.36,0.0,0.0,0.05,0.0,0.0,1.3,0.88,0.57,0.57,0.16,1.09,0.31,17.41,5.65,3.58,7.72,6.11,1.61,0.16,0.0,0.47,1.76,0.47,56.94,21.4,8.6,41.6,49.8,21.4,90.6,4.87,48.9,40.1,5.97,61.3,8.86,2.8,1.4,3.21,2.59,53.26,75.3,21.1
Ignacio Pussetto,ARG,FW,Udinese,Serie A,24,11,9,754,8.4,0.24,0.0,0.36,0.12,0.48,0,0,0.36,0.48,0.26,0.09,0.35,0.26,0.35,0.1,0.1,2.03,0.84,21.19,1.43,66.3,10.48,8.45,2.26,0.02,0.71,0.6,0.6,0.12,21.79,1.19,0.0,0.0,0.48,0.12,6.31,0.24,1.67,65.3,20.7,14.0,3.6,80.8,5.2,1.0,0.0,2.6,2.1,4.7,2.27,1.55,0.0,0.36,0.0,0.12,0.24,0.36,0.12,0.0,0.12,0.0,0.12,0.0,2.62,1.79,0.95,1.19,0.48,2.02,0.48,21.19,5.48,2.74,9.88,8.57,1.55,0.0,0.0,1.19,3.81,1.31,41.9,27.9,9.9,38.1,52.0,27.9,88.1,2.5,61.9,25.83,5.7,63.9,3.81,1.55,1.19,2.5,2.5,38.45,62.8,32.5
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,37,33,25,2204,24.5,0.04,0.0,0.53,0.04,0.57,3,2,0.45,0.49,0.45,0.06,0.51,0.36,0.42,0.08,0.09,3.14,1.02,19.22,1.18,68.0,9.67,6.65,2.9,-0.02,0.73,1.14,0.45,0.04,19.8,2.16,0.04,0.0,0.08,0.04,6.53,0.73,0.9,56.7,22.7,20.6,14.3,73.8,5.0,2.2,0.6,0.9,4.5,5.9,1.59,1.14,0.0,0.0,0.29,0.12,0.04,0.16,0.08,0.0,0.0,0.04,0.04,0.0,0.49,0.33,0.12,0.2,0.16,0.65,0.0,15.02,3.22,1.67,6.61,6.73,0.65,0.16,0.0,0.24,0.73,0.45,34.0,29.4,9.8,46.8,43.3,29.4,88.4,1.27,51.6,19.92,3.85,44.8,1.84,0.45,0.37,2.0,1.47,48.2,49.1,34.5
Robin Quaison,SWE,"FW,MF",Mainz 05,Bundesliga,26,28,18,1476,16.4,0.06,0.0,0.37,0.12,0.49,1,1,0.3,0.43,0.36,0.18,0.54,0.31,0.49,0.01,-0.01,2.07,0.98,18.72,1.4,66.5,10.37,5.73,2.62,-0.05,0.79,1.34,0.37,0.0,20.3,0.43,0.06,0.0,0.12,0.12,5.61,0.55,0.37,60.9,20.3,18.8,10.0,72.6,7.9,3.5,0.6,2.1,2.9,5.0,2.07,1.34,0.0,0.3,0.12,0.18,0.12,0.43,0.24,0.0,0.0,0.12,0.06,0.0,0.98,0.55,0.24,0.49,0.24,0.91,0.18,18.96,4.82,2.8,9.7,6.46,0.85,0.0,0.0,0.55,1.52,0.37,33.48,23.3,9.7,52.1,38.3,23.3,91.8,2.44,62.5,20.73,4.73,50.8,2.32,1.34,0.24,1.77,1.71,41.89,50.8,27.5
Domingos Quina,POR,MF,Granada,La Liga,20,8,5,341,3.8,0.26,0.0,0.53,0.0,0.53,0,0,0.53,0.53,0.08,0.04,0.12,0.08,0.12,0.45,0.45,2.11,0.79,23.42,1.84,76.0,12.89,7.63,2.89,-0.03,1.32,1.32,0.53,0.0,24.47,0.79,0.79,0.0,0.0,0.0,4.21,0.53,0.53,74.0,13.5,12.5,19.8,71.9,5.2,0.0,0.0,4.2,1.0,4.2,2.9,1.84,0.0,0.26,0.0,0.53,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.58,0.26,1.05,0.26,2.11,1.05,23.95,6.84,3.16,13.95,6.84,2.11,0.0,0.0,1.05,2.63,0.0,42.11,15.4,8.1,51.2,40.6,15.4,93.1,3.16,58.3,28.68,3.72,44.7,3.16,1.32,0.53,2.37,1.84,36.32,71.0,16.3
Quini,ESP,DF,Granada,La Liga,30,19,12,1191,13.2,0.38,0.0,0.08,0.0,0.08,0,0,0.08,0.08,0.02,0.02,0.04,0.02,0.04,0.05,0.05,0.6,0.23,36.67,1.59,70.9,16.44,14.32,5.91,-0.02,0.3,1.89,0.53,0.3,28.64,9.92,0.3,0.0,9.62,0.0,5.3,0.91,1.29,46.6,26.3,27.1,17.7,48.3,5.1,0.4,0.6,2.6,3.3,4.5,1.13,1.06,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,3.18,1.74,2.12,0.76,0.3,3.03,1.67,16.14,3.94,8.33,5.0,2.8,1.59,0.61,0.0,1.59,4.77,3.41,52.42,7.2,35.0,40.9,24.1,7.2,77.7,1.82,62.5,24.17,4.72,44.8,2.65,0.61,0.38,0.68,1.29,23.26,88.6,8.5
Quique,ESP,"FW,MF",Eibar,La Liga,30,12,0,167,1.9,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,-0.16,-0.16,2.16,0.54,25.79,1.05,68.6,15.26,8.42,2.11,0.0,0.0,1.05,0.53,0.0,25.26,1.58,0.0,0.0,0.0,0.0,8.95,0.53,0.0,64.7,9.8,25.5,64.7,11.8,11.8,2.0,0.0,2.0,3.9,3.9,0.54,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,17.37,2.63,0.53,6.32,10.53,2.11,0.53,0.0,0.0,0.0,0.0,37.37,16.2,2.8,45.1,52.1,16.2,91.5,1.58,66.7,16.84,3.47,29.7,1.05,0.53,0.0,2.11,0.53,49.47,51.1,33.3
Dani Raba,ESP,MF,Villarreal,La Liga,24,5,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,-0.24,-0.24,3.6,0.6,45.29,5.29,80.2,18.24,15.29,11.76,-0.06,1.18,2.35,1.76,0.59,42.35,5.29,2.35,1.76,1.18,0.0,8.24,2.35,2.35,69.1,9.9,21.0,74.1,18.5,4.9,0.0,0.0,0.0,2.5,0.0,4.8,4.12,0.0,0.59,0.0,0.0,0.0,0.6,0.59,0.0,0.0,0.0,0.0,0.0,1.76,1.18,0.0,1.18,0.59,2.35,0.59,21.18,5.88,5.29,12.94,2.94,1.76,0.0,0.0,1.18,2.94,0.59,72.35,9.3,8.9,47.2,43.9,9.3,88.6,4.12,57.1,46.47,5.85,41.3,5.88,2.35,0.59,4.12,2.94,60.0,82.4,14.3
Simone Rabbi,ITA,FW,Bologna,Serie A,18,4,0,35,0.4,0.0,0.0,0.0,2.57,2.57,0,0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,70.0,7.5,12.5,0.0,2.5,0.0,0.0,2.5,0.0,20.0,5.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,70.0,10.0,20.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,2.5,0.0,20.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,2.5,0.0,57.5,22.2,13.0,47.8,39.1,22.2,73.9,0.0,,37.5,6.33,50.5,2.5,2.5,0.0,7.5,10.0,60.0,58.3,64.3
Adrien Rabiot,FRA,MF,Juventus,Serie A,25,34,25,2313,25.7,0.27,0.04,0.16,0.08,0.23,0,0,0.16,0.23,0.12,0.04,0.16,0.12,0.16,0.04,0.04,1.32,0.47,55.72,4.01,90.4,25.45,24.55,5.72,0.04,0.39,4.55,0.89,0.12,56.11,1.56,1.21,0.0,0.35,0.12,8.56,0.78,0.54,82.8,10.1,7.2,75.2,19.2,3.2,0.1,0.3,0.7,1.6,1.9,1.63,1.52,0.0,0.04,0.08,0.0,0.0,0.27,0.19,0.0,0.04,0.04,0.0,0.0,2.8,1.75,1.09,1.28,0.43,2.22,0.97,18.87,5.6,6.23,9.34,3.31,1.79,0.43,0.0,1.21,4.01,1.44,74.63,11.1,25.1,53.3,21.6,11.1,89.8,1.56,65.0,48.09,6.55,50.1,5.49,2.14,0.35,0.82,1.09,54.9,92.2,5.9
Uroš Račić,SRB,MF,Valencia,La Liga,22,31,25,2187,24.3,0.25,0.0,0.04,0.04,0.08,0,0,0.04,0.08,0.06,0.02,0.08,0.06,0.08,-0.02,-0.02,1.44,0.41,43.0,3.46,80.4,15.31,18.44,9.26,0.02,0.33,4.32,0.33,0.04,43.7,0.66,0.53,0.04,0.08,0.0,10.37,2.3,0.04,67.9,15.2,16.9,13.1,75.8,4.9,0.6,0.2,2.2,2.7,2.1,1.4,0.99,0.04,0.08,0.21,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.56,1.07,0.66,0.7,0.21,2.43,0.62,15.1,4.73,5.51,7.61,1.98,1.69,0.45,0.0,0.82,2.39,2.39,58.19,11.1,24.6,60.0,15.3,11.1,93.4,1.23,60.0,33.21,5.38,41.2,3.25,0.86,0.04,0.53,0.99,39.14,90.4,3.1
Anthony Racioppi,SUI,GK,Dijon,Ligue 1,21,21,21,1890,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,31.14,0.0,65.7,4.29,9.05,17.81,-0.0,0.05,0.19,0.0,0.0,19.67,11.57,3.1,0.0,0.0,0.0,1.38,0.76,0.0,47.7,2.0,50.3,3.4,79.4,0.0,15.4,0.2,2.4,0.8,0.6,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.71,,99.7,0.3,0.0,,65.8,0.1,100.0,13.14,3.98,55.6,0.0,0.0,0.0,0.0,0.0,12.57,99.2,0.0
Nemanja Radoja,SRB,MF,Levante,La Liga,27,21,13,1121,12.5,0.08,0.0,0.0,0.16,0.16,0,0,0.0,0.16,0.02,0.02,0.05,0.02,0.05,-0.02,-0.02,0.56,0.0,53.44,4.16,88.3,21.84,22.88,8.72,0.14,0.24,3.44,0.64,0.16,53.84,0.8,0.72,0.0,0.08,0.0,9.2,1.52,0.24,76.4,10.0,13.6,17.9,75.3,3.7,0.3,0.0,1.3,1.5,0.6,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.44,0.88,0.72,0.72,0.0,1.68,0.48,12.96,3.76,4.56,6.56,1.84,1.36,0.32,0.0,1.04,2.48,1.84,66.24,7.4,22.8,62.4,14.7,7.4,92.6,0.64,75.0,43.36,4.99,48.8,4.48,1.28,0.0,0.48,1.2,47.52,94.8,3.7
Nemanja Radonjić,SRB,"FW,DF",Hertha BSC,Bundesliga,24,12,5,611,6.8,0.15,0.0,0.15,0.29,0.44,0,0,0.15,0.44,0.27,0.14,0.41,0.27,0.41,-0.12,-0.12,2.36,1.03,33.38,4.85,63.9,18.24,11.62,3.53,0.16,1.18,1.91,1.47,0.44,34.85,1.76,0.15,0.74,0.59,0.0,7.06,0.74,3.38,69.5,14.5,16.1,13.3,80.3,3.6,0.8,0.4,2.4,6.0,7.6,3.09,2.06,0.0,0.74,0.0,0.29,0.0,0.88,0.44,0.0,0.29,0.0,0.15,0.0,0.88,0.74,0.44,0.29,0.15,0.88,0.44,17.06,3.68,4.85,6.62,5.59,0.15,0.0,0.0,0.59,1.47,0.15,54.41,17.6,9.5,40.0,50.5,17.6,88.6,5.29,61.1,39.41,5.56,69.6,8.68,2.06,2.06,3.24,2.94,51.32,75.6,19.3
Nemanja Radonjić,SRB,FW,Marseille,Ligue 1,24,12,4,396,4.4,0.45,0.0,0.45,0.23,0.68,0,0,0.45,0.68,0.41,0.09,0.5,0.41,0.5,0.05,0.05,2.73,1.59,29.77,2.95,60.8,21.14,6.36,2.27,0.14,1.14,0.91,0.91,0.23,31.59,0.91,0.0,0.45,0.0,0.23,5.45,1.36,1.82,70.6,18.2,11.2,7.0,86.7,2.8,0.0,0.0,2.1,6.3,6.3,2.27,1.59,0.0,0.45,0.23,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.5,1.82,0.91,0.68,0.91,2.5,0.91,15.45,5.45,4.77,4.55,6.14,1.59,0.0,0.0,0.45,2.95,0.23,51.14,21.2,13.3,40.4,46.2,21.2,92.0,4.32,42.1,34.55,5.59,71.8,8.64,0.91,1.82,1.59,3.41,55.91,61.4,19.9
Aleksandar Radovanović,SRB,DF,Lens,Ligue 1,26,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,71.4,6.0,23.0,11.0,0.0,0.0,2.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,71.4,9.5,19.0,85.7,4.8,4.8,0.0,0.0,9.5,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,3.0,6.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,53.0,,50.9,49.1,0.0,,92.5,0.0,,29.0,4.76,29.7,0.0,0.0,0.0,0.0,0.0,35.0,97.1,0.0
Ivan Radovanović,SRB,"DF,MF",Genoa,Serie A,31,33,24,2232,24.8,0.24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,-0.02,-0.02,0.24,0.04,43.51,1.37,85.9,9.68,20.81,13.02,-0.0,0.12,2.06,0.04,0.0,42.9,1.29,1.21,0.08,0.0,0.0,4.64,1.37,0.08,76.9,6.0,17.1,14.3,79.5,4.1,0.0,0.2,1.3,0.6,0.9,0.28,0.16,0.08,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.29,0.89,0.77,0.48,0.04,1.05,0.36,8.67,2.62,5.16,3.31,0.2,1.98,0.93,0.0,1.33,2.62,5.81,57.9,11.1,53.5,44.0,2.5,11.1,92.3,0.32,75.0,33.51,5.77,51.5,2.02,0.04,0.0,0.0,0.2,35.12,97.4,0.6
Ionuț Radu,ROU,GK,Inter,Serie A,23,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67,0.0,96.4,10.67,18.67,7.33,0.0,0.0,0.67,0.0,0.0,29.33,7.33,0.67,0.0,0.0,0.0,0.67,0.0,0.0,83.6,5.5,10.9,18.2,56.4,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.33,,100.0,0.0,0.0,,81.4,0.0,,18.0,3.93,34.9,0.0,0.0,0.0,0.0,0.0,18.67,100.0,0.0
Ștefan Radu,ROU,DF,Lazio,Serie A,33,31,30,2458,27.3,0.07,0.0,0.0,0.11,0.11,0,0,0.0,0.11,0.01,0.05,0.06,0.01,0.06,-0.01,-0.01,0.22,0.0,58.28,5.42,83.9,20.18,27.33,10.77,0.06,0.66,5.38,1.03,0.4,57.0,2.49,1.21,0.0,1.21,0.07,6.04,1.36,1.58,70.0,11.2,18.8,82.7,9.1,4.4,0.3,0.6,1.8,1.8,1.6,1.39,1.36,0.0,0.04,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.61,0.84,0.88,0.62,0.11,1.43,0.66,8.94,3.92,4.73,3.22,0.99,1.47,0.55,0.0,1.65,3.26,2.97,73.04,2.8,36.5,47.4,16.0,2.8,90.2,0.66,77.8,43.7,5.63,55.2,4.98,1.58,0.04,0.33,0.29,48.28,97.6,0.8
Rafael,BRA,GK,Spezia,Serie A,38,3,2,207,2.3,0.0,0.0,0.0,0.43,0.43,0,0,0.0,0.43,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,46.09,0.0,70.8,7.83,13.48,24.78,0.26,0.43,0.0,0.0,0.0,34.78,11.3,3.91,0.0,0.0,0.0,3.04,0.43,0.0,50.0,6.6,43.4,67.0,17.0,0.0,8.5,0.0,2.8,1.9,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57,,99.1,0.9,0.0,,77.2,0.0,,19.13,5.11,61.3,0.0,0.0,0.0,0.0,0.0,26.52,100.0,0.0
Rafinha,BRA,MF,Paris S-G,Ligue 1,27,23,15,1361,15.1,0.13,0.0,0.0,0.26,0.26,0,0,0.0,0.26,0.09,0.21,0.3,0.09,0.3,-0.09,-0.09,1.59,0.53,74.97,5.5,89.6,38.81,27.68,8.48,0.05,1.59,6.09,1.06,0.07,74.83,2.65,1.06,1.39,0.2,0.33,12.72,1.59,0.53,87.3,6.8,6.0,86.6,10.4,1.5,0.6,0.3,0.7,2.1,1.3,3.7,2.45,0.4,0.13,0.26,0.26,0.2,0.46,0.33,0.0,0.0,0.0,0.07,0.07,3.38,2.52,1.13,1.79,0.46,3.11,1.39,23.64,7.35,5.36,11.46,6.82,1.72,0.2,0.0,0.99,4.37,0.26,99.14,7.8,13.5,55.8,30.7,7.8,90.8,3.25,61.2,72.25,5.04,55.1,10.86,3.51,0.53,1.99,2.12,81.79,90.4,6.9
Antonio Raimondo,ITA,FW,Bologna,Serie A,16,1,0,1,0.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,inf,,0.0,,inf,,,,,,,inf,,,,,,inf,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,inf,,,,inf,,,,,,,inf,0.0,0.0,0.0,100.0,0.0,100.0,,,,,,,,,,,,,
Predrag Rajković,SRB,GK,Reims,Ligue 1,24,37,37,3285,36.5,0.05,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.0,66.2,3.21,12.66,23.89,0.0,0.03,0.74,0.03,0.0,27.15,12.68,3.29,0.0,0.0,0.03,2.27,1.04,0.0,46.8,4.9,48.3,13.1,71.0,0.1,10.8,0.4,2.7,0.4,0.3,0.16,0.14,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.27,0.03,0.27,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,42.99,,98.9,1.1,0.0,,70.6,0.0,,21.26,5.24,51.3,0.0,0.0,0.0,0.0,0.03,19.29,99.9,0.0
Ivan Rakitić,CRO,MF,Sevilla,La Liga,32,37,25,2233,24.8,0.2,0.0,0.16,0.08,0.24,2,2,0.08,0.16,0.21,0.05,0.26,0.15,0.2,-0.05,-0.07,1.53,0.32,66.53,4.88,87.7,27.02,27.38,12.14,0.03,0.85,6.53,0.44,0.04,65.2,3.31,2.34,0.32,0.48,0.08,7.86,4.07,0.56,73.7,10.4,15.9,11.2,82.3,3.6,0.6,0.4,1.8,1.7,1.0,2.18,1.81,0.16,0.0,0.04,0.08,0.08,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.41,1.21,0.6,0.65,0.16,1.61,0.32,15.6,4.48,4.4,7.66,3.55,1.49,0.2,0.0,0.81,2.22,1.49,84.11,9.8,19.8,59.0,21.1,9.8,90.0,1.21,50.0,52.46,4.32,50.4,4.35,1.33,0.08,0.85,1.17,66.57,92.0,4.3
Jonás Ramalho,ESP,DF,Osasuna,La Liga,27,5,3,304,3.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,-0.03,-0.03,0.59,0.3,37.94,2.35,76.5,13.24,17.35,7.35,0.0,0.29,2.94,0.88,0.29,29.12,9.71,0.59,0.0,9.12,0.0,6.47,1.18,0.59,52.3,18.2,29.5,8.3,61.4,2.3,0.0,0.0,0.8,2.3,0.8,0.3,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.59,0.88,0.29,0.29,0.59,0.29,10.29,2.06,6.18,2.35,1.76,1.76,0.29,0.0,0.88,2.35,1.76,50.0,3.2,32.4,49.4,18.2,3.2,74.7,1.76,50.0,24.12,5.85,47.3,2.94,1.76,0.0,0.59,0.29,25.88,88.6,5.1
Benito Raman,BEL,"FW,MF",Schalke 04,Bundesliga,25,25,13,1246,13.8,0.14,0.0,0.14,0.0,0.14,0,0,0.14,0.14,0.17,0.1,0.27,0.16,0.26,-0.02,-0.01,1.88,0.51,21.74,2.61,68.0,11.16,7.39,3.19,-0.1,1.16,1.16,1.01,0.29,21.23,2.97,0.07,0.07,1.38,0.0,3.62,0.58,1.09,64.4,22.5,13.2,11.1,75.7,4.8,0.6,0.9,0.9,4.5,10.2,2.09,1.52,0.07,0.14,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.87,0.87,0.29,0.22,1.67,0.14,22.03,6.16,4.78,8.12,9.13,1.09,0.0,0.0,0.65,2.03,0.36,37.54,20.1,17.2,42.5,40.3,20.1,84.7,1.67,52.2,20.8,6.06,51.4,3.19,0.65,0.94,1.59,1.81,35.29,55.0,27.6
Gastón Ramírez,URU,"MF,FW",Sampdoria,Serie A,29,25,10,969,10.8,0.46,0.0,0.0,0.37,0.37,0,0,0.0,0.37,0.07,0.18,0.24,0.07,0.24,-0.06,-0.06,1.21,0.46,43.33,4.35,72.2,20.28,13.52,9.54,0.19,1.76,3.24,1.2,0.09,39.54,6.48,2.22,3.61,0.09,0.19,7.13,2.04,1.76,57.7,14.7,27.6,83.3,8.0,3.0,1.0,0.4,1.2,2.2,3.6,4.09,2.5,0.83,0.09,0.0,0.46,0.19,0.74,0.46,0.19,0.0,0.0,0.0,0.09,2.59,1.39,0.74,1.2,0.65,2.41,0.37,27.31,6.3,5.0,12.59,9.72,2.04,0.28,0.0,0.65,3.24,1.3,64.72,9.6,13.0,45.2,41.8,9.6,86.4,2.59,60.7,38.24,4.34,48.5,3.61,1.02,0.28,2.87,2.31,56.2,74.1,13.3
Sandro Ramírez,ESP,"FW,MF",Huesca,La Liga,25,20,16,1285,14.3,0.14,0.0,0.35,0.07,0.42,0,0,0.35,0.42,0.17,0.03,0.2,0.17,0.2,0.18,0.18,2.1,1.33,20.7,1.4,76.0,10.35,7.48,2.87,0.04,0.7,0.98,0.42,0.21,21.19,1.54,0.35,0.0,0.07,0.0,4.76,0.84,1.26,75.1,13.8,11.1,8.3,82.2,6.5,0.9,0.9,1.5,2.8,4.6,1.96,1.19,0.0,0.14,0.28,0.28,0.07,0.28,0.21,0.0,0.0,0.0,0.0,0.07,1.47,0.77,0.42,0.77,0.28,0.77,0.28,16.57,4.06,2.45,8.04,6.08,0.91,0.07,0.0,1.05,2.52,0.21,40.28,22.5,11.1,47.9,41.0,22.5,88.7,3.15,53.3,27.2,5.47,47.5,3.64,1.47,0.63,3.36,1.82,42.38,62.4,24.1
