Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,CrdY/90,CrdR/90,G/90,A/90,(G+A)/90,PKatt,PK,(G-PK)/90,(G+A-PK)/90,xG/90,xA/90,(xG+xA)/90,npxG/90,(npxG+xA)/90,(G-xG)/90,(np:G-xG)/90,Sh/90,SoT/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,MedAtt/90,LongAtt/90,(A-xA)/90,KP/90,(1/3)/90,PPA/90,CrsPA/90,LiveAtt/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,SCA/90,(SCA:Live)/90,(SCA:Dead)/90,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Live)/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,TklW/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Mid)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,(Tkl+Int)/90,Clr/90,Tch/90,TchDef:Pen%,Tch:Def%,Tch:Mid%,Tch:Att%,TchAtt:Pen%,Tch:Live%,Dri/90,DriW%,Carries/90,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%
Paolo Faragò,ITA,DF,Bologna,Serie A,27,1,0,23,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,-0.33,-0.33,3.91,0.0,40.0,6.67,84.6,13.33,23.33,3.33,0.0,0.0,0.0,3.33,0.0,40.0,3.33,0.0,0.0,3.33,0.0,3.33,0.0,3.33,92.3,7.7,0.0,30.8,61.5,0.0,0.0,0.0,0.0,0.0,7.7,7.83,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,20.0,6.67,6.67,6.67,6.67,3.33,0.0,0.0,0.0,0.0,0.0,50.0,33.3,20.0,40.0,40.0,33.3,93.3,0.0,,26.67,2.12,17.6,0.0,0.0,0.0,0.0,0.0,43.33,100.0,15.4
Paolo Faragò,ITA,"DF,MF",Cagliari,Serie A,27,8,4,369,4.1,0.49,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.03,0.17,0.2,0.03,0.2,-0.02,-0.02,0.73,0.0,53.17,3.41,83.1,20.98,25.37,6.83,-0.17,1.46,1.95,1.22,0.73,45.12,9.76,0.73,0.24,8.78,0.24,6.34,0.73,1.71,55.6,22.7,21.8,24.9,54.2,3.1,0.4,0.0,2.2,1.8,2.2,1.95,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.73,1.22,1.46,0.0,4.39,1.46,17.8,3.66,8.29,6.1,3.41,1.46,0.49,0.0,2.2,4.88,4.39,72.44,7.0,29.6,41.4,29.0,7.0,81.5,1.46,33.3,37.32,4.67,50.7,5.37,0.73,0.24,0.49,0.73,44.63,90.2,3.0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,28,34,33,2891,32.1,0.25,0.0,0.12,0.22,0.34,0,0,0.12,0.34,0.13,0.12,0.25,0.13,0.25,-0.0,-0.0,1.12,0.28,44.61,4.58,72.2,15.39,20.0,9.22,0.1,0.72,3.08,1.15,0.25,37.91,8.57,1.06,0.03,7.48,0.06,5.33,0.69,1.56,47.7,22.7,29.6,9.2,69.7,2.9,0.2,0.7,2.7,4.4,3.4,1.31,1.03,0.03,0.12,0.03,0.09,0.0,0.28,0.22,0.03,0.03,0.0,0.0,0.0,2.21,1.15,1.37,0.62,0.22,2.15,0.9,12.24,3.21,5.61,4.17,2.46,2.46,0.53,0.0,1.74,3.96,2.9,61.31,14.3,29.6,43.7,26.7,14.3,83.0,1.84,39.0,31.62,3.81,47.5,2.65,0.69,0.16,0.81,0.5,37.35,84.9,6.5
Mohamed Fares,ALG,DF,Lazio,Serie A,24,21,12,1139,12.7,0.39,0.0,0.0,0.08,0.08,0,0,0.0,0.08,0.07,0.12,0.19,0.05,0.17,-0.07,-0.06,1.11,0.32,40.87,2.28,76.8,18.27,16.85,5.75,-0.04,1.1,1.42,1.18,0.94,38.58,5.12,0.55,0.0,4.57,0.0,4.33,0.94,3.7,60.5,22.2,17.3,74.2,11.2,2.2,0.5,0.4,1.8,1.1,4.3,2.21,1.89,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.0,0.08,0.0,0.0,1.42,0.71,0.63,0.55,0.24,1.57,0.55,13.7,2.76,4.33,6.06,3.31,2.44,0.08,0.0,1.02,2.44,1.1,56.93,8.6,23.1,36.8,40.1,8.6,86.4,1.42,38.9,32.76,4.85,59.6,4.72,1.65,0.39,1.34,0.94,38.9,89.3,10.4
Diego Farias,BRA,FW,Spezia,Serie A,30,29,17,1514,16.8,0.3,0.0,0.24,0.12,0.36,0,0,0.24,0.36,0.2,0.18,0.38,0.2,0.38,0.04,0.04,1.9,0.59,37.74,3.69,81.4,16.25,16.19,5.3,-0.06,1.85,1.73,1.25,0.24,38.51,0.77,0.24,0.24,0.3,0.12,6.96,0.95,1.49,79.2,11.4,9.4,7.3,88.8,1.8,0.6,0.5,0.5,3.8,3.3,3.09,2.44,0.0,0.18,0.24,0.12,0.12,0.18,0.06,0.0,0.0,0.12,0.0,0.0,0.71,0.48,0.3,0.12,0.3,1.13,0.18,11.85,2.8,2.68,5.12,4.05,1.01,0.0,0.0,0.77,1.49,0.18,50.48,20.7,10.4,43.5,46.1,20.7,92.7,1.96,72.7,36.73,5.22,52.4,6.19,1.25,1.67,1.61,0.71,49.82,78.7,16.1
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,3,1,107,1.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,63.0,4.17,6.67,11.67,0.0,0.0,0.0,0.0,0.0,14.17,8.33,0.83,0.0,0.0,0.0,0.83,0.83,0.0,51.9,0.0,48.1,7.4,66.7,0.0,11.1,0.0,7.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83,,96.8,3.2,0.0,,67.7,0.0,,8.33,5.7,49.1,0.0,0.0,0.0,0.0,0.0,4.17,100.0,0.0
Noah Fatar,FRA,"FW,MF",Angers,Ligue 1,18,2,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,77.8,15.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,11.1,88.9,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,15.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,70.0,0.0,21.4,21.4,57.1,0.0,92.9,0.0,,45.0,6.33,38.6,5.0,0.0,0.0,5.0,10.0,60.0,75.0,11.1
Ansu Fati,ESP,FW,Barcelona,La Liga,17,7,6,431,4.8,0.21,0.0,0.84,0.0,0.84,0,0,0.84,0.84,0.37,0.29,0.66,0.37,0.66,0.46,0.46,2.92,1.46,39.38,2.29,84.9,28.54,9.79,1.04,-0.29,1.88,0.62,1.46,0.0,40.83,1.88,0.21,1.04,0.21,0.21,7.29,0.0,1.04,86.3,7.3,6.3,7.3,89.3,1.0,1.5,0.0,0.0,2.4,3.4,3.97,2.5,0.21,0.21,0.0,1.04,0.0,0.42,0.0,0.0,0.21,0.0,0.21,0.0,1.67,0.62,0.42,0.62,0.62,1.04,0.42,16.67,3.75,3.75,6.04,6.88,1.67,0.0,0.0,0.21,1.88,0.21,63.12,24.3,4.6,35.6,59.7,24.3,89.1,5.21,60.0,47.92,5.95,66.3,11.88,3.96,3.33,1.04,3.12,62.71,76.1,21.4
Julien Faussurier,FRA,DF,Brest,Ligue 1,33,17,9,955,10.6,0.19,0.0,0.0,0.28,0.28,0,0,0.0,0.28,0.04,0.21,0.25,0.04,0.25,-0.05,-0.05,0.66,0.28,55.19,5.75,76.4,17.36,24.43,13.4,0.08,1.98,3.02,2.92,1.98,45.75,11.79,0.85,0.57,10.38,0.09,4.53,3.21,4.15,49.5,21.3,29.2,6.4,69.7,4.4,0.2,0.0,2.6,2.6,4.4,2.92,2.26,0.28,0.0,0.19,0.0,0.19,0.47,0.47,0.0,0.0,0.0,0.0,0.0,2.17,1.42,1.13,0.85,0.19,2.36,1.13,12.45,3.49,5.66,5.09,1.7,1.89,0.47,0.0,0.75,2.92,1.89,70.47,9.9,28.8,41.5,29.7,9.9,78.2,1.04,54.5,37.45,4.85,58.5,3.4,1.32,0.66,0.66,0.57,43.02,89.7,8.3
Andrea Favilli,ITA,FW,Hellas Verona,Serie A,23,11,2,339,3.8,0.26,0.0,0.53,0.0,0.53,0,0,0.53,0.53,0.49,0.03,0.52,0.49,0.52,0.05,0.05,3.19,1.06,20.0,0.79,73.2,12.63,6.05,1.32,-0.03,0.53,0.53,0.26,0.0,20.26,1.32,0.0,0.0,0.0,0.0,7.89,0.53,0.0,62.2,24.4,13.4,59.8,23.2,6.1,3.7,0.0,2.4,1.2,3.7,2.65,1.84,0.0,0.26,0.0,0.26,0.26,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.79,0.79,0.0,0.26,0.53,0.53,0.26,10.53,3.68,0.26,3.68,6.58,0.79,0.26,0.0,0.0,0.79,0.79,44.74,31.0,4.1,44.7,51.2,31.0,92.9,2.37,33.3,30.26,3.44,36.1,1.84,0.53,1.05,4.74,6.32,67.37,51.6,47.0
Federico Fazio,ARG,DF,Roma,Serie A,33,6,5,406,4.5,0.44,0.0,0.22,0.0,0.22,0,0,0.22,0.22,0.03,0.0,0.03,0.03,0.03,0.18,0.18,0.67,0.44,67.11,4.22,87.6,24.89,30.0,12.22,0.0,0.0,6.0,0.44,0.0,66.22,2.0,1.56,0.0,0.44,0.22,7.11,2.0,0.44,77.9,8.5,13.7,17.9,75.2,2.6,0.0,0.0,1.3,3.3,1.3,0.67,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.89,0.67,0.44,0.0,0.44,0.22,8.67,3.11,4.0,3.78,0.89,2.0,0.89,0.22,1.11,2.22,7.11,87.33,18.8,41.2,50.6,8.1,18.8,90.6,0.89,75.0,49.11,5.82,64.2,6.67,1.78,0.0,0.67,0.22,58.44,98.1,0.0
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,27,33,33,2622,29.1,0.17,0.03,0.17,0.21,0.38,3,1,0.14,0.34,0.26,0.18,0.44,0.18,0.36,-0.09,-0.04,2.88,0.79,42.75,4.09,80.8,20.72,14.91,7.11,0.02,1.79,4.05,1.65,0.21,40.1,5.4,1.37,2.78,0.41,0.21,8.21,1.82,1.92,76.7,8.5,14.8,83.8,12.8,1.0,0.2,0.5,2.0,1.7,2.4,4.74,2.68,0.62,0.62,0.24,0.55,0.03,0.58,0.31,0.1,0.1,0.0,0.07,0.0,1.55,1.24,0.41,0.55,0.58,0.96,0.24,20.76,5.84,2.23,11.62,6.91,1.07,0.03,0.0,0.41,1.96,0.1,65.12,13.3,5.5,45.2,49.2,13.3,85.5,2.99,69.0,48.21,5.19,53.2,7.56,2.51,1.17,2.3,3.26,58.69,78.6,14.8
Felipe,BRA,DF,Atlético Madrid,La Liga,31,31,23,2057,22.9,0.35,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,-0.04,-0.04,0.48,0.09,44.15,1.75,86.6,13.84,20.87,9.43,-0.01,0.13,1.53,0.0,0.0,43.32,1.53,1.27,0.0,0.26,0.04,5.24,1.27,0.09,75.9,6.9,17.1,15.1,73.9,6.1,0.4,0.3,1.9,0.4,0.5,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.0,1.18,0.48,0.0,1.0,0.7,8.03,2.36,4.54,3.01,0.48,1.66,0.74,0.0,1.88,3.54,6.94,59.78,61.1,53.3,44.0,2.6,61.1,92.7,0.13,100.0,32.01,5.65,43.8,1.14,0.09,0.0,0.04,0.13,34.32,96.3,0.7
Luiz Felipe,BRA,DF,Lazio,Serie A,23,14,10,909,10.1,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,-0.02,-0.02,0.3,0.0,53.37,2.77,91.6,15.54,27.13,10.69,-0.02,0.3,3.17,0.2,0.0,51.58,2.48,1.88,0.0,0.59,0.0,3.47,1.29,0.1,83.5,7.5,9.0,11.5,83.0,3.3,0.2,0.0,0.7,1.5,0.7,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.57,2.87,0.69,0.1,2.67,1.58,11.98,4.36,6.63,4.75,0.59,2.18,0.99,0.0,2.08,5.74,2.67,69.8,7.1,46.1,47.9,6.0,7.1,90.9,0.2,100.0,42.77,7.73,49.3,4.95,0.59,0.0,0.4,0.3,44.85,96.5,0.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,22,29,29,2610,29.0,0.17,0.0,0.03,0.0,0.03,0,0,0.03,0.03,0.04,0.01,0.05,0.04,0.05,-0.01,-0.01,0.45,0.1,48.72,2.93,84.2,14.52,23.79,10.41,-0.01,0.1,2.31,0.14,0.03,47.17,2.59,1.86,0.0,0.72,0.0,6.55,1.41,0.24,72.7,9.8,17.5,70.8,18.8,5.8,0.3,0.1,1.2,1.0,1.7,0.34,0.28,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.38,0.83,0.9,0.38,0.1,1.1,0.55,9.48,3.86,5.28,3.45,0.76,2.34,0.93,0.0,1.24,2.62,7.55,68.28,32.2,56.1,39.3,4.5,32.2,90.0,0.69,80.0,38.1,5.86,53.2,2.45,0.24,0.14,0.41,0.52,39.59,96.3,0.9
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,20,31,14,1572,17.5,0.34,0.0,0.4,0.29,0.69,2,1,0.34,0.63,0.29,0.22,0.51,0.2,0.42,0.11,0.14,2.06,0.8,36.06,4.29,83.4,22.17,10.57,3.31,0.07,1.14,3.77,1.2,0.0,37.83,0.97,0.23,0.06,0.29,0.46,9.03,0.69,0.74,79.2,11.0,9.7,6.3,88.8,1.5,0.4,0.6,0.4,2.1,2.9,2.63,1.89,0.0,0.29,0.23,0.23,0.0,0.57,0.4,0.0,0.06,0.06,0.06,0.0,0.51,0.34,0.11,0.34,0.06,0.74,0.23,10.4,3.37,0.86,5.6,3.94,0.4,0.0,0.0,0.51,1.03,0.17,56.11,15.1,8.4,51.2,40.4,15.1,90.3,3.77,51.5,41.49,4.4,59.3,6.17,2.23,0.46,2.17,2.17,56.17,76.6,15.9
Zinedine Ferhat,ALG,"FW,MF",Nîmes,Ligue 1,27,33,33,2957,32.9,0.06,0.0,0.18,0.3,0.49,1,1,0.15,0.46,0.16,0.18,0.34,0.13,0.31,0.02,0.02,1.86,0.67,35.14,3.59,66.3,15.81,12.37,6.96,0.12,1.52,2.13,1.43,0.36,35.23,2.52,0.43,1.25,0.73,0.33,6.72,1.37,2.52,59.3,18.7,22.0,5.6,82.5,4.8,0.4,0.3,3.4,3.5,4.7,3.44,2.16,0.33,0.43,0.15,0.3,0.06,0.67,0.49,0.0,0.06,0.03,0.09,0.0,1.12,0.58,0.58,0.33,0.21,1.52,0.55,11.46,3.01,3.07,4.83,3.56,1.37,0.03,0.0,1.03,2.16,1.06,55.53,15.0,14.1,41.0,44.9,15.0,88.9,3.89,50.0,35.56,4.93,56.1,4.53,1.49,0.91,2.1,2.07,52.64,72.7,16.0
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,25,37,35,3099,34.4,0.17,0.0,0.52,0.35,0.87,10,9,0.26,0.61,0.45,0.32,0.77,0.23,0.55,0.08,0.03,3.19,1.16,62.56,6.6,74.6,27.5,21.4,13.66,0.03,2.73,5.15,2.79,0.23,60.38,5.99,1.66,1.74,1.05,0.58,10.06,3.63,2.65,65.7,12.2,22.1,7.2,87.4,2.6,0.8,0.7,1.9,3.1,4.3,4.88,3.52,0.64,0.12,0.29,0.23,0.09,0.78,0.67,0.06,0.0,0.06,0.0,0.0,1.74,1.13,0.61,0.73,0.41,2.65,0.52,20.87,5.2,3.4,10.0,7.47,1.16,0.03,0.0,0.64,2.38,0.78,82.97,9.9,11.2,41.9,46.9,9.9,87.4,1.63,46.4,48.26,4.47,57.3,6.8,2.12,0.38,1.37,1.16,71.6,83.5,13.8
Edimilson Fernandes,SUI,"MF,DF",Mainz 05,Bundesliga,24,14,9,841,9.3,0.11,0.0,0.0,0.11,0.11,0,0,0.0,0.11,0.07,0.1,0.17,0.07,0.17,-0.08,-0.08,1.39,0.43,36.77,2.69,73.1,13.76,15.16,7.85,0.01,1.08,1.4,0.75,0.32,34.19,4.19,0.86,1.29,2.04,0.0,4.52,1.94,1.4,64.4,10.4,25.2,12.0,76.8,4.8,0.0,0.3,1.7,3.9,2.5,1.61,0.97,0.54,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.97,0.54,0.43,0.54,0.0,1.08,0.32,12.37,3.76,4.09,5.91,2.37,2.04,0.65,0.0,2.47,3.44,2.8,53.12,4.6,27.7,50.4,21.9,4.6,86.2,0.65,66.7,29.57,4.44,45.7,1.61,0.86,0.0,0.65,1.83,31.51,88.7,4.6
Aitor Fernández,ESP,GK,Levante,La Liga,29,29,29,2610,29.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,75.8,5.03,10.59,15.38,0.0,0.0,0.31,0.0,0.0,22.41,9.34,2.28,0.0,0.0,0.0,2.28,0.86,0.0,58.5,6.6,34.9,7.3,73.5,0.3,16.3,0.1,1.7,1.1,0.3,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.14,34.34,,99.4,0.6,0.0,,73.0,0.0,,15.59,3.5,62.7,0.0,0.0,0.0,0.0,0.03,15.0,99.5,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,27,25,21,1946,21.6,0.05,0.0,0.18,0.05,0.23,2,2,0.09,0.14,0.15,0.08,0.23,0.08,0.16,0.04,0.01,0.37,0.09,39.86,2.78,74.3,13.66,15.42,10.79,-0.04,1.11,3.24,0.65,0.28,34.31,7.27,3.1,3.47,0.37,0.0,6.94,2.13,1.9,60.0,12.9,27.1,19.0,73.9,3.9,0.2,0.6,1.2,2.2,2.6,1.85,0.88,0.93,0.0,0.0,0.05,0.0,0.18,0.14,0.05,0.0,0.0,0.0,0.0,1.16,0.69,0.42,0.6,0.14,1.48,0.42,15.19,3.19,5.51,7.69,1.99,1.06,0.05,0.0,0.97,2.13,1.11,52.31,6.6,18.4,53.5,28.1,6.6,81.3,1.11,54.2,29.58,5.15,50.5,3.24,1.02,0.14,0.83,1.16,34.86,82.2,5.0
Álvaro Fernández,ESP,GK,Huesca,La Liga,22,22,22,1980,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,36.59,0.0,74.9,3.82,12.73,20.05,-0.0,0.05,0.45,0.0,0.0,26.23,10.95,3.18,0.0,0.0,0.0,2.73,1.05,0.0,57.0,5.5,37.5,11.1,72.7,0.0,13.3,1.0,2.7,0.4,0.1,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.23,0.14,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,39.91,100.0,99.1,0.6,0.3,100.0,72.8,0.0,,18.45,4.27,52.5,0.0,0.0,0.0,0.0,0.0,19.36,99.3,0.0
Andrés Fernández,ESP,GK,Huesca,La Liga,33,16,16,1440,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.94,0.0,68.2,4.38,11.5,19.06,0.0,0.0,0.12,0.0,0.0,25.0,10.38,2.81,0.0,0.0,0.0,4.06,0.94,0.0,51.1,2.8,46.1,7.4,76.3,0.0,12.4,1.1,3.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.62,,99.5,0.5,0.0,,72.8,0.19,100.0,19.12,4.11,51.8,0.0,0.0,0.0,0.0,0.0,17.94,100.0,0.0
Augusto Fernández,ARG,MF,Cádiz,La Liga,34,12,4,369,4.1,0.24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59,1.95,80.7,8.78,11.46,6.34,0.0,0.0,0.73,0.24,0.0,27.07,0.73,0.49,0.0,0.24,0.0,4.39,1.95,0.0,61.4,14.9,23.7,11.4,76.3,9.6,0.9,0.0,3.5,0.9,1.8,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,1.46,0.49,2.2,0.0,4.15,1.46,29.27,7.8,11.95,13.66,3.66,1.22,0.24,0.0,2.68,5.37,1.95,40.24,11.1,29.1,60.0,10.9,11.1,95.2,0.0,,20.24,4.66,48.3,1.95,0.49,0.0,0.49,1.46,19.02,91.0,5.6
Carlos Fernández,ESP,FW,Sevilla,La Liga,24,5,2,143,1.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.09,0.06,0.14,0.09,0.14,-0.06,-0.06,1.26,0.63,22.5,1.25,74.4,12.5,8.75,1.25,-0.06,0.62,1.25,0.0,0.0,23.12,1.25,0.0,0.0,0.0,0.0,3.75,0.0,1.25,74.4,17.9,7.7,53.8,28.2,5.1,5.1,0.0,2.6,0.0,2.6,3.15,1.88,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.0,0.0,1.25,0.0,10.62,0.62,1.25,2.5,6.88,1.88,0.62,0.0,0.62,1.25,0.0,36.88,30.0,11.9,54.2,33.9,30.0,93.2,1.25,50.0,20.62,5.58,46.7,3.12,0.62,0.62,2.5,1.88,36.25,67.2,30.8
Carlos Fernández,ESP,"FW,MF",Real Sociedad,La Liga,24,11,4,390,4.3,1.16,0.0,0.23,0.46,0.69,0,0,0.23,0.69,0.26,0.15,0.41,0.26,0.41,-0.02,-0.02,1.62,0.92,25.12,2.79,65.5,14.65,8.14,2.33,0.33,1.16,0.93,0.7,0.0,27.21,0.47,0.23,0.0,0.0,0.0,9.53,0.0,0.47,62.2,23.5,14.3,63.0,15.1,10.1,0.0,0.8,0.8,3.4,6.7,2.54,1.86,0.0,0.0,0.23,0.47,0.0,0.69,0.47,0.0,0.0,0.23,0.0,0.0,0.47,0.23,0.0,0.47,0.0,1.63,0.23,25.81,5.81,3.02,14.19,8.6,1.86,0.47,0.0,0.7,1.16,1.4,46.28,28.1,13.6,54.3,32.2,28.1,94.0,1.86,37.5,29.53,4.43,36.1,3.26,1.63,0.7,3.02,2.79,47.21,66.5,26.7
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,31,24,24,2079,23.1,0.17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,-0.01,-0.01,0.22,0.13,35.37,0.82,80.2,9.57,16.75,9.05,-0.01,0.22,0.82,0.13,0.09,33.2,3.03,1.34,0.0,1.69,0.0,2.73,1.39,0.43,66.7,11.7,21.6,4.3,81.5,7.2,0.6,0.5,2.0,1.8,1.8,0.48,0.39,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.74,1.13,0.3,0.09,1.08,0.61,7.92,2.21,5.58,2.03,0.3,2.21,1.39,0.0,0.74,2.25,7.19,49.83,14.4,62.9,29.3,7.8,14.4,90.9,0.0,,23.81,4.13,40.2,0.43,0.17,0.0,0.13,0.17,26.84,96.0,1.0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,24,25,24,2073,23.0,0.35,0.0,0.04,0.0,0.04,0,0,0.04,0.04,0.05,0.01,0.07,0.05,0.07,-0.01,-0.01,0.43,0.17,32.52,1.26,81.5,7.39,15.61,9.52,-0.01,0.09,1.39,0.09,0.0,31.91,1.26,1.22,0.0,0.04,0.0,3.87,1.04,0.04,64.5,10.5,25.0,14.0,74.7,7.3,0.5,0.0,3.0,1.7,0.9,0.52,0.39,0.0,0.0,0.09,0.04,0.0,0.13,0.04,0.0,0.0,0.04,0.04,0.0,1.26,0.78,0.87,0.39,0.0,0.96,0.3,7.87,2.74,4.52,2.83,0.52,1.74,0.65,0.0,1.43,2.7,6.57,46.13,33.3,57.4,38.6,4.0,33.3,93.4,0.09,100.0,21.48,5.16,40.7,0.74,0.09,0.0,0.13,0.3,24.39,94.3,0.4
Fernandinho,BRA,MF,Manchester City,Premier League,35,21,12,1188,13.2,0.45,0.0,0.0,0.15,0.15,0,0,0.0,0.15,0.06,0.07,0.13,0.06,0.13,-0.06,-0.06,1.14,0.23,74.92,7.27,87.7,30.83,32.05,12.05,0.08,0.91,10.23,1.29,0.15,73.86,1.97,1.44,0.08,0.45,0.15,9.24,2.5,0.45,78.7,7.8,13.5,12.2,81.2,4.0,0.2,0.1,0.5,2.3,0.9,2.2,1.59,0.0,0.23,0.0,0.0,0.38,0.23,0.15,0.0,0.0,0.0,0.0,0.08,2.35,1.67,0.45,1.29,0.61,2.88,0.91,16.89,5.68,3.56,10.76,2.58,1.14,0.08,0.0,1.97,4.32,2.42,91.52,6.6,15.0,70.0,15.0,6.6,91.4,1.14,66.7,60.08,5.09,60.4,10.23,3.18,0.38,0.3,0.45,66.97,96.8,1.1
